GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2013,2014,2015,2016,2017,2018,2019,2020
" ""18067""","Howard, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2916649,3043333,3138090,3187189,3281348,3432623,3505529,3718368
" ""18067""","Howard, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,82761,82633,82378,82395,82302,82339,82660,82732
" ""18067""","Howard, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35242,36830,38094,38682,39870,41689,42409,44945
" ""18069""","Huntington, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1338816,1360657,1387541,1397533,1449256,1510648,1557884,1673050
" ""18069""","Huntington, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,36786,36624,36535,36313,36253,36249,36544,36395
" ""18069""","Huntington, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36395,37152,37978,38486,39976,41674,42630,45969
" ""18071""","Jackson, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1631876,1711753,1756076,1750220,1784261,1910564,1968955,2108185
" ""18071""","Jackson, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,43450,43719,43892,43991,43942,44049,44179,44222
" ""18071""","Jackson, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37558,39154,40009,39786,40605,43374,44568,47673
" ""18073""","Jasper, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1372215,1392184,1376865,1384498,1399225,1454800,1512007,1638130
" ""18073""","Jasper, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,33432,33523,33498,33414,33439,33356,33516,33440
" ""18073""","Jasper, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41045,41529,41103,41435,41844,43614,45113,48987
" ""18075""","Jay, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,745849,792621,825679,750785,784506,798817,774557,861433
" ""18075""","Jay, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,21267,21135,21135,21021,20879,20721,20446,20416
" ""18075""","Jay, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35071,37503,39067,35716,37574,38551,37883,42194
" ""18077""","Jefferson, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1170208,1201928,1258306,1262977,1292343,1361228,1434357,1543451
" ""18077""","Jefferson, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32399,32412,32305,32259,32031,32169,32265,32110
" ""18077""","Jefferson, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36119,37083,38951,39151,40347,42315,44456,48068
" ""18079""","Jennings, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,926241,959838,987279,1004958,1044390,1095285,1155441,1248637
" ""18079""","Jennings, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,28238,27930,27847,27682,27686,27650,27662,27515
" ""18079""","Jennings, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32801,34366,35454,36304,37723,39612,41770,45380
" ""18081""","Johnson, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,6064990,6330001,6651653,6947351,7237042,7658598,8010939,8525185
" ""18081""","Johnson, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,145448,147129,149021,151621,153879,156301,158332,160607
" ""18081""","Johnson, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41699,43023,44636,45821,47031,48999,50596,53081
" ""18083""","Knox, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1497609,1533595,1513434,1544109,1581080,1613916,1644424,1795258
" ""18083""","Knox, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,38070,37979,37784,37367,37070,36602,36603,36522
" ""18083""","Knox, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39338,40380,40055,41323,42651,44094,44926,49156
" ""18085""","Kosciusko, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3179426,3338285,3670469,3453754,3626804,3788228,3882685,4082639
" ""18085""","Kosciusko, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,77873,78384,78562,78764,79121,79467,79438,78988
" ""18085""","Kosciusko, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40828,42589,46721,43849,45839,47670,48877,51687
" ""18087""","Lagrange, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1278583,1364195,1403582,1465000,1617648,1693040,1698888,1809962
" ""18087""","Lagrange, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,38089,38436,38620,39122,39247,39425,39771,40119
" ""18087""","Lagrange, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33568,35493,36343,37447,41217,42943,42717,45115
" ""18089""","Lake, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,18443660,19011535,19728563,20260852,20899264,21935622,22354492,24001036
" ""18089""","Lake, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,491909,491259,488195,486381,484834,484918,486244,487536
" ""18089""","Lake, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37494,38700,40411,41656,43106,45236,45974,49229
" ""18091""","LaPorte, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4060629,4143821,4203577,4326954,4459074,4652941,4739021,5074533
" ""18091""","LaPorte, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,111452,111774,110884,110331,109958,110134,110044,109663
" ""18091""","LaPorte, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36434,37073,37910,39218,40553,42248,43065,46274
" ""18093""","Lawrence, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1541930,1606615,1662085,1719197,1775413,1857932,1933347,2088119
" ""18093""","Lawrence, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,45900,45653,45571,45560,45595,45690,45419,45496
" ""18093""","Lawrence, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33593,35192,36472,37735,38939,40664,42567,45897
" ""18095""","Madison, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4192101,4372587,4539714,4612323,4721088,4910658,5100261,5483247
" ""18095""","Madison, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,130331,129773,129436,129360,129465,129509,129416,129681
" ""18095""","Madison, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32165,33694,35073,35655,36466,37918,39410,42283
" ""18097""","Marion, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,41942657,43243807,45220447,46544876,47511775,50379512,54343196,57259810
" ""18097""","Marion, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,930127,936178,940152,946050,951247,959370,963829,966183
" ""18097""","Marion, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,45093,46192,48099,49199,49947,52513,56383,59264
" ""18099""","Marshall, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1679952,1734150,1755086,1803949,1879611,1934363,1949708,2087639
" ""18099""","Marshall, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,46921,46935,46746,46629,46434,46311,46197,46108
" ""18099""","Marshall, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35804,36948,37545,38687,40479,41769,42204,45277
" ""18101""","Martin, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,343965,351574,367387,363010,378251,391745,408876,445086
" ""18101""","Martin, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,10238,10245,10222,10195,10188,10204,10179,10079
" ""18101""","Martin, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33597,34317,35941,35607,37127,38391,40169,44160
" ""18103""","Miami, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1090794,1144518,1146063,1163328,1208704,1234691,1257770,1330783
" ""18103""","Miami, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,36191,36088,36023,36047,35903,35652,35488,35328
" ""18103""","Miami, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30140,31715,31815,32273,33666,34632,35442,37669
" ""18105""","Monroe, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4812146,5070120,5326654,5606302,5944662,6219498,6521890,6920804
" ""18105""","Monroe, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,142185,143554,144432,145936,146840,147411,148178,148219
" ""18105""","Monroe, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33844,35319,36880,38416,40484,42192,44014,46693
" ""18107""","Montgomery, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1407435,1416903,1450447,1460956,1464556,1512233,1571560,1703965
" ""18107""","Montgomery, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,38143,38158,38255,38240,38343,38251,38275,38365
" ""18107""","Montgomery, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36899,37133,37915,38205,38196,39534,41060,44415
" ""18109""","Morgan, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2623944,2689279,2757308,2863632,2959424,3087424,3215111,3386476
" ""18109""","Morgan, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,69352,69509,69576,69653,69835,70108,70403,70707
" ""18109""","Morgan, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37835,38690,39630,41113,42377,44038,45667,47894
" ""18111""","Newton, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,548549,533603,519130,511606,523847,552635,572204,642714
" ""18111""","Newton, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,14032,14093,13978,14009,14036,13979,13972,13907
" ""18111""","Newton, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39093,37863,37139,36520,37322,39533,40954,46215
" ""18113""","Noble, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1601155,1676466,1712626,1759778,1833215,1906975,1987945,2125475
" ""18113""","Noble, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,47246,47372,47514,47432,47379,47649,47907,47832
" ""18113""","Noble, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33890,35389,36045,37101,38693,40021,41496,44436
" ""18115""","Ohio, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,203648,212673,222405,224413,228080,234760,245266,262517
" ""18115""","Ohio, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,5992,5965,5888,5905,5867,5880,5908,5892
" ""18115""","Ohio, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33987,35653,37773,38004,38875,39925,41514,44555
" ""18117""","Orange, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,624948,628411,656057,670953,719551,738452,750249,818265
" ""18117""","Orange, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,19830,19767,19628,19470,19413,19567,19657,19651
" ""18117""","Orange, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31515,31791,33425,34461,37065,37740,38167,41640
" ""18119""","Owen, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,681855,702622,738428,768290,795164,831757,868025,940472
" ""18119""","Owen, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,21152,21016,20823,20898,20779,20879,20881,20833
" ""18119""","Owen, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32236,33433,35462,36764,38268,39837,41570,45143
" ""18121""","Parke, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,537434,532482,538024,562499,589172,606949,640643,701053
" ""18121""","Parke, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17235,17239,16974,16938,16902,16955,16893,16871
" ""18121""","Parke, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31183,30888,31697,33209,34858,35798,37924,41554
" ""18123""","Perry, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,613585,655223,670722,680800,700877,717727,727173,768847
" ""18123""","Perry, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,19424,19343,19323,19008,19010,19100,19184,19154
" ""18123""","Perry, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31589,33874,34711,35816,36869,37577,37905,40140
" ""18125""","Pike, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,448221,449075,455329,457820,482459,497344,515283,552092
" ""18125""","Pike, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,12490,12485,12399,12371,12302,12384,12383,12378
" ""18125""","Pike, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35886,35969,36723,37008,39218,40160,41612,44603
" ""18127""","Porter, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,7462093,7691822,7924688,8153899,8613566,9079485,9351166,9857612
" ""18127""","Porter, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,166538,167242,167439,167616,168568,169647,170599,170980
" ""18127""","Porter, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44807,45992,47329,48646,51098,53520,54814,57654
" ""18129""","Posey, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1123120,1149121,1137461,1150857,1190799,1228852,1312473,1381183
" ""18129""","Posey, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,25565,25608,25621,25626,25563,25529,25408,25275
" ""18129""","Posey, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43932,44874,44396,44910,46583,48136,51656,54646
" ""18131""","Pulaski, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,530563,519787,502318,512418,516161,535586,554968,626308
" ""18131""","Pulaski, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,12935,12911,12801,12613,12529,12502,12379,12388
" ""18131""","Pulaski, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41018,40259,39241,40626,41197,42840,44831,50558
" ""18133""","Putnam, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1194219,1209442,1241983,1303418,1353280,1402635,1449090,1551351
" ""18133""","Putnam, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,37508,37464,37397,37151,37409,37494,37566,37469
" ""18133""","Putnam, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31839,32283,33211,35084,36175,37410,38575,41404
" ""18135""","Randolph, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,872696,892955,914664,917524,914406,929255,959124,1065052
" ""18135""","Randolph, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,25618,25333,25139,25091,24917,24736,24533,24191
" ""18135""","Randolph, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34066,35249,36384,36568,36698,37567,39095,44027
" ""18137""","Ripley, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1032788,1073179,1074419,1100738,1149073,1191261,1224687,1336841
" ""18137""","Ripley, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,28297,28343,28375,28412,28432,28526,28465,28448
" ""18137""","Ripley, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36498,37864,37865,38742,40415,41761,43024,46992
" ""18139""","Rush, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,676061,667750,649023,683550,724626,745114,769282,830610
" ""18139""","Rush, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,16998,16846,16709,16628,16642,16635,16605,16649
" ""18139""","Rush, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39773,39638,38843,41108,43542,44792,46328,49889
" ""18141""","St. Joseph, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,10502619,11090206,11782838,11803625,12375498,12929747,13107730,13883877
" ""18141""","St. Joseph, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,267188,268023,268567,270042,270219,270961,271695,271484
" ""18141""","St. Joseph, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39308,41378,43873,43710,45798,47718,48244,51141
" ""18143""","Scott, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,755108,793174,815179,844860,862526,891189,925001,998644
" ""18143""","Scott, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,23761,23645,23670,23700,23810,23773,23855,23788
" ""18143""","Scott, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31779,33545,34439,35648,36225,37487,38776,41981
" ""18145""","Shelby, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1702114,1698743,1719456,1792474,1863002,1946857,2021553,2182001
" ""18145""","Shelby, IN",3,CAINC1,2.0,...,Population (persons) 1/,Number of persons,44336,44359,44343,44241,44378,44535,44771,44871
" ""18145""","Shelby, IN",3,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38391,38295,38776,40516,41980,43715,45153,48628
" ""18147""","Spencer, IN",3,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,790227,808666,813441,823846,862528,888881,929088,968577
